timestamp,account_index,api_key_index,description,action,result,details
2025-10-24 17:36:30,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:36:30,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:36:33,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:36:34,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:41:35,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:41:36,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:41:39,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:41:39,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:43:25,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:43:25,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:43:29,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:43:29,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:43:33,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:43:33,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:43:37,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:43:37,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:43:41,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:43:41,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:45:00,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:45:01,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:45:05,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:45:05,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:45:09,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:45:09,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:50:18,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:50:18,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:50:22,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:50:22,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:50:26,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:50:26,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:50:30,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:50:31,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:50:34,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:50:34,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:50:38,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:50:38,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:50:42,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:50:42,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:50:46,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:50:46,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:50:50,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:50:51,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:50:55,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:50:55,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:51:51,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:51:51,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:51:55,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:51:55,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:51:59,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:52:00,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:53:01,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:53:01,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:53:05,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:53:05,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:53:09,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:53:09,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:53:13,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:53:14,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:53:18,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:53:18,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:53:22,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:53:22,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:53:26,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:53:26,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:53:30,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:53:30,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:53:34,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:53:34,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:53:38,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:53:38,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:53:42,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:53:42,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:53:46,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:53:47,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:53:51,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:53:51,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:53:55,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:53:55,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:53:59,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:53:59,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:54:03,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:54:03,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:54:08,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:54:08,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:54:12,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:54:12,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:54:16,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:54:16,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:54:20,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:54:20,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:54:24,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:54:24,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:54:28,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:54:28,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:54:32,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:54:33,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:54:37,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:54:37,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:54:41,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:54:41,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:54:53,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:54:54,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:54:58,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:54:58,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:55:02,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:55:02,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:55:07,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:55:07,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:55:11,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:55:11,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:55:15,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:55:16,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:55:20,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:55:20,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:55:24,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:55:24,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:55:28,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:55:28,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:55:33,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:55:33,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:55:37,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:55:37,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:55:41,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:55:41,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:55:45,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:55:45,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:55:52,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:55:53,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:55:57,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:55:57,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:56:01,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:56:01,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:56:05,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:56:05,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:56:09,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:56:09,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:56:13,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:56:14,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:56:18,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:56:18,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:56:22,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:56:22,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:56:26,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:56:27,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:56:31,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:56:31,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:57:36,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:57:37,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:57:40,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:57:41,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:57:44,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:57:45,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:57:49,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:57:49,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:58:32,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:58:32,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:58:36,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:58:36,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:58:40,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:58:40,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:58:44,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:58:44,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:58:48,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:58:48,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:58:52,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:58:52,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:58:57,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:58:57,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:59:01,31625,2,lighter-3,买单,成功,成功
2025-10-24 17:59:01,31625,2,lighter-3,卖单,成功,成功
2025-10-24 17:59:05,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:59:05,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:59:09,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:59:09,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:59:13,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:59:13,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:59:17,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:59:18,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:59:22,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:59:22,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:59:28,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:59:28,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:59:32,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:59:33,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:59:37,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:59:37,29373,2,lighter-4,卖单,成功,成功
2025-10-24 17:59:41,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:59:41,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:59:45,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:59:45,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:59:49,3156,3,lighter-1,买单,成功,成功
2025-10-24 17:59:49,3156,3,lighter-1,卖单,成功,成功
2025-10-24 17:59:53,15892,2,lighter-2,买单,成功,成功
2025-10-24 17:59:53,15892,2,lighter-2,卖单,成功,成功
2025-10-24 17:59:57,29373,2,lighter-4,买单,成功,成功
2025-10-24 17:59:58,29373,2,lighter-4,卖单,成功,成功
2025-10-24 18:00:02,29373,2,lighter-4,买单,成功,成功
2025-10-24 18:00:02,29373,2,lighter-4,卖单,成功,成功
2025-10-24 18:00:06,31625,2,lighter-3,买单,成功,成功
2025-10-24 18:00:06,31625,2,lighter-3,卖单,成功,成功
2025-10-24 18:00:10,31625,2,lighter-3,买单,成功,成功
2025-10-24 18:00:10,31625,2,lighter-3,卖单,成功,成功
2025-10-24 18:00:14,15892,2,lighter-2,买单,成功,成功
2025-10-24 18:00:15,15892,2,lighter-2,卖单,成功,成功
2025-10-24 18:00:19,3156,3,lighter-1,买单,成功,成功
2025-10-24 18:00:19,3156,3,lighter-1,卖单,成功,成功
2025-10-24 18:00:23,15892,2,lighter-2,买单,成功,成功
2025-10-24 18:00:23,15892,2,lighter-2,卖单,成功,成功
2025-10-24 18:00:27,31625,2,lighter-3,买单,成功,成功
2025-10-24 18:00:27,31625,2,lighter-3,卖单,成功,成功
2025-10-24 18:00:33,29373,2,lighter-4,买单,成功,成功
2025-10-24 18:00:33,29373,2,lighter-4,卖单,成功,成功
2025-10-24 18:00:37,29373,2,lighter-4,买单,成功,成功
2025-10-24 18:00:37,29373,2,lighter-4,卖单,成功,成功
2025-10-24 18:00:41,3156,3,lighter-1,买单,成功,成功
2025-10-24 18:00:41,3156,3,lighter-1,卖单,成功,成功
2025-10-24 18:00:46,31625,2,lighter-3,买单,成功,成功
2025-10-24 18:00:46,31625,2,lighter-3,卖单,成功,成功
2025-10-24 18:00:50,3156,3,lighter-1,买单,成功,成功
2025-10-24 18:00:50,3156,3,lighter-1,卖单,成功,成功
2025-10-24 18:00:54,31625,2,lighter-3,买单,成功,成功
2025-10-24 18:00:54,31625,2,lighter-3,卖单,成功,成功
2025-10-24 18:00:58,31625,2,lighter-3,买单,成功,成功
2025-10-24 18:00:58,31625,2,lighter-3,卖单,成功,成功
2025-10-24 18:01:02,15892,2,lighter-2,买单,成功,成功
2025-10-24 18:01:02,15892,2,lighter-2,卖单,成功,成功
2025-10-24 18:01:06,15892,2,lighter-2,买单,成功,成功
2025-10-24 18:01:07,15892,2,lighter-2,卖单,成功,成功
2025-10-24 18:01:10,31625,2,lighter-3,买单,成功,成功
2025-10-24 18:01:11,31625,2,lighter-3,卖单,成功,成功
2025-10-24 18:01:15,15892,2,lighter-2,买单,成功,成功
2025-10-24 18:01:15,15892,2,lighter-2,卖单,成功,成功
2025-10-24 18:01:19,15892,2,lighter-2,买单,成功,成功
2025-10-24 18:01:19,15892,2,lighter-2,卖单,成功,成功
2025-10-24 18:01:23,3156,3,lighter-1,买单,成功,成功
2025-10-24 18:01:23,3156,3,lighter-1,卖单,成功,成功
2025-10-24 18:01:27,15892,2,lighter-2,买单,成功,成功
2025-10-24 18:01:27,15892,2,lighter-2,卖单,成功,成功
2025-10-24 18:01:31,29373,2,lighter-4,买单,成功,成功
2025-10-24 18:01:32,29373,2,lighter-4,卖单,成功,成功
2025-10-24 18:01:35,15892,2,lighter-2,买单,成功,成功
2025-10-24 18:01:36,15892,2,lighter-2,卖单,成功,成功
2025-10-24 18:01:39,31625,2,lighter-3,买单,成功,成功
2025-10-24 18:01:40,31625,2,lighter-3,卖单,成功,成功
2025-10-24 18:01:43,31625,2,lighter-3,买单,成功,成功
2025-10-24 18:01:44,31625,2,lighter-3,卖单,成功,成功
2025-10-24 18:01:48,3156,3,lighter-1,买单,成功,成功
2025-10-24 18:01:48,3156,3,lighter-1,卖单,成功,成功
2025-10-24 18:01:52,29373,2,lighter-4,买单,成功,成功
2025-10-24 18:01:52,29373,2,lighter-4,卖单,成功,成功
2025-10-24 18:01:56,3156,3,lighter-1,买单,成功,成功
2025-10-24 18:01:56,3156,3,lighter-1,卖单,成功,成功
2025-10-24 18:02:00,3156,3,lighter-1,买单,成功,成功
2025-10-24 18:02:00,3156,3,lighter-1,卖单,成功,成功
